ENSG-ID	RPKM U2OS	
ENSG00000018280	0.1210245	
ENSG00000132681	0	
ENSG00000144579	25.2937	
ENSG00000018625	0.429779	
ENSG00000213912	0	
ENSG00000204158	0	
ENSG00000158428	0	
ENSG00000162728	0	
ENSG00000162729	6.992953	
ENSG00000143315	2.965479	
ENSG00000169241	9.614057	
ENSG00000165630	15.20886	
ENSG00000135926	2.941658	
ENSG00000085552	2.682251	
ENSG00000162723	0	
ENSG00000213085	0	
ENSG00000158710	49.39571	
ENSG00000127838	18.65558	
ENSG00000181036	0	
ENSG00000158714	0.2353866	
ENSG00000132693	0	
ENSG00000127837	9.085256	
ENSG00000158716	0	
ENSG00000184155	0	
ENSG00000132703	0	
ENSG00000179921	0	
ENSG00000229415	0	
ENSG00000049618	9.452368	
ENSG00000182816	0	
ENSG00000179639	0	
ENSG00000163466	111.6041	
ENSG00000213088	0	
ENSG00000162706	15.09918	
ENSG00000163464	0	
ENSG00000180871	0	
ENSG00000163568	0	
ENSG00000163565	10.09729	
ENSG00000188282	0	
ENSG00000163564	0	
ENSG00000197403	0	
ENSG00000188340	0	
ENSG00000163563	0	
ENSG00000203757	0	
ENSG00000180433	0	
ENSG00000196171	0	
ENSG00000231672	0	
ENSG00000079308	2.689798	
ENSG00000163554	0	
ENSG00000223874	0	
ENSG00000198967	0	
ENSG00000118245	0	
ENSG00000186440	0	
ENSG00000186400	0	
ENSG00000197532	0	
ENSG00000173285	0	
ENSG00000198965	0	
ENSG00000115461	61.04129	
ENSG00000115457	0	
ENSG00000225794	0	
ENSG00000186306	0	
ENSG00000180708	0	
ENSG00000158488	0	
ENSG00000158485	0	
ENSG00000144583	0.8904376	
ENSG00000158481	0	
ENSG00000138375	8.994772	
ENSG00000226052	0.9840155	
ENSG00000158473	1.294284	
ENSG00000158477	0	
ENSG00000073754	0	
ENSG00000079246	218.6783	
ENSG00000183853	8.107215	
ENSG00000163449	0.3950855	
ENSG00000163534	0	
ENSG00000160856	0	
ENSG00000118242	1.044027	
ENSG00000115425	1.044027	
ENSG00000132704	0	
ENSG00000163518	0	
ENSG00000160838	0.1182307	
ENSG00000132694	4.161299	
ENSG00000117036	7.218648	
ENSG00000143297	0	
ENSG00000198400	0.4908845	
ENSG00000027644	0	
ENSG00000187800	1.398546	
ENSG00000143294	29.53287	
ENSG00000238206	0	
ENSG00000027869	0	
ENSG00000143314	16.46546	
ENSG00000143321	73.60473	
ENSG00000229050	0.5419367	
ENSG00000143303	9.410185	
ENSG00000115414	18.07903	
ENSG00000132688	3.314057	
ENSG00000143320	0.4844756	
ENSG00000143319	5.734721	
ENSG00000132692	0.4462092	
ENSG00000132702	0.2631652	
ENSG00000138363	19.67526	
ENSG00000144452	0	
ENSG00000163382	26.00151	
ENSG00000183856	11.05279	
ENSG00000187862	0	
ENSG00000174453	0	
ENSG00000138376	1.940972222	
ENSG00000125462	0	
ENSG00000116604	0.8736743	
ENSG00000030419	2.572104	
ENSG00000163467	0.5171092	
ENSG00000132677	0.1837912	
ENSG00000144451	11.09726	
ENSG00000178568	0	
ENSG00000163468	91.29372	
ENSG00000160781	0.6929607	
ENSG00000198952	2.910075	
ENSG00000198715	0.4358468	
ENSG00000163472	3.828927	
ENSG00000160785	6.353689	
ENSG00000204257	0.7494887	
ENSG00000021826	9.10286	
ENSG00000160789	138.5929	
ENSG00000115361	0.6556388	
ENSG00000225266	0	
ENSG00000168530	0	
ENSG00000196189	0	
ENSG00000115365	16.88785	
ENSG00000144445	2.958355	
ENSG00000132698	0.4303468	
ENSG00000116586	14.28557	
ENSG00000197713	8.39972	
ENSG00000160803	1.774361	
ENSG00000116584	18.46151	
ENSG00000163479	87.84798	
ENSG00000173080	0	
ENSG00000132680	14.0057	
ENSG00000144406	0.8812574	
ENSG00000132718	1.573611111	
ENSG00000143622	5.102907	
ENSG00000116580	2.111784	
ENSG00000144407	0	
ENSG00000078018	0.2994744	
ENSG00000132676	35.13189	
ENSG00000116539	7.130399	
ENSG00000138413	14.81878	
ENSG00000182484	0.1392479	
